OBJECTID,COD_DEP,DPTO,COD_MUN,MPIO,HaNatura,HaAgro,HanoAgro,HaOtro,PrPropia,PrArrien,PrAparce,PrUsufru,PrComoda,PrOcupac,PrColect,PrAdjudi,PrOtros,PrMixta,UPA,UPNA,Shape_Length_1,Shape_Area_1,ShapeSTArea,ShapeSTLength
1,99,Vichada,99001,Puerto Carreño,300074,892647.3,6371.8,23477.4,150,3,0,1,0,1,130,0,7,1,1216198.8,6371.8,6.27966975,0.77569085,12317792938.0075,616588.535107498
2,99,Vichada,99524,La Primavera,313276,1530281.5,185.5,19024.1,698,7,0,3,0,1,82,4,26,0,1862581.6,185.5,10.01767964,1.85312764,20415619314.4831,924297.725097498
3,99,Vichada,99624,Santa Rosalía,85270.1,300823.8,0.5,4523.1,140,6,0,0,0,0,77,16,7,1,390617,0.5,2.33384251,0.16180157,2012812969.18138,258220.789071513
4,99,Vichada,99773,Cumaribo,3963209.5,2420787.2,3272.9,169098.8,602,32,6,2,1,3,2984,274,17,7,6553095.5,3272.9,18.43388291,5.30561076,65933330943.3403,2051496.57376088
5,97,Vaupés,97001,Mitú,1593238.4,18965,167.9,16671.5,89,2,2,1,0,1,2453,0,10,0,1628874.9,167.9,6.26963635,1.30781881,16209453254.9358,697796.422273376
6,97,Vaupés,97161,Caruru,568014.6,63804.4,42.7,8188.9,188,1,0,0,0,40,56,0,13,1,640007.9,42.7,4.46330627,0.57047265,7070722296.48712,496589.06842949
7,97,Vaupés,97511,Pacoa,1380915.5,8904.1,0,12577.7,2,0,0,0,0,0,117,0,1,0,1402397.3,0,8.81789648,1.12086367,13889978006.5952,981172.719326703
8,97,Vaupés,97666,Taraira,650992.2,3277.6,0,520.5,166,1,0,0,0,1,8,0,1,0,654790.3,0,6.07067734,0.523657,6489700602.80372,675445.031602052
9,97,Vaupés,97777,Papunaua,545677,9033.6,0,28.8,2,0,0,0,0,0,68,1,1,0,554739.4,0,5.43741127,0.43120437,5345769782.61093,604913.831745896
10,97,Vaupés,97889,Yavaraté,464908.1,1798.5,0,346.9,0,1,0,0,0,0,64,0,0,0,467053.6,0,3.76590203,0.37932035,4700980028.5855,419033.028715878
11,95,Guaviare,95001,San José del Guaviare,1439561.6,221426.8,5451.7,14749.7,2091,138,10,2,2,10,335,0,61,2,1675738.2,5451.7,13.18236262,1.3297516,16494365823.1801,1467081.2574851
12,95,Guaviare,95015,Calamar,1242895.2,126523.1,796.2,1350.4,674,12,2,1,1,1,9,0,12,0,1370768.7,796.2,7.09926272,1.14556445,14201843833.5725,769461.561563649
13,95,Guaviare,95025,El Retorno,1113761.6,118458.6,2967.8,10012.7,784,37,1,1,5,3,313,2,20,0,1242232.9,2967.8,11.53486005,1.00278153,12434813802.8614,1283614.36076486
14,95,Guaviare,95200,Miraflores,1161115.8,108190.5,11916.4,1939.7,512,18,1,5,1,5,376,0,11,0,1271246,11916.4,6.74284979,1.02317389,12682887353.6348,750214.432802779
15,94,Guainía,94001,Inírida,1104506.4,455350.4,473.4,37860.5,454,8,0,176,0,0,1027,9,19,3,1597717.3,473.4,8.84821794,1.28809744,15989264334.0661,985563.059100746
16,94,Guainía,94343,Barranco Minas,846537.1,84405.4,592,20108.3,134,0,2,0,0,0,76,507,5,0,951050.8,592,6.43238419,0.77009091,9558964542.59328,716352.938355275
17,94,Guainía,94663,Mapiripana,482334.5,8410.5,0,2052,0,0,0,0,0,0,6,58,2,0,492797,0,4.49112184,0.38222966,4742167698.94085,500145.311587067
18,94,Guainía,94883,San Felipe,304547.3,4124.2,0.5,190.8,9,0,0,1,0,0,134,0,1,0,308862.4,0.5,3.56098696,0.24520431,3040704795.11852,396313.958324146
19,94,Guainía,94884,Puerto Colombia,1545905.4,21017.1,861.2,2174.8,234,2,0,0,0,0,15,0,0,0,1569097.3,861.2,8.30408923,1.27377198,15799824279.8937,924526.821626643
20,94,Guainía,94885,La Guadalupe,114413.7,5953.4,645.4,205.2,2,0,0,0,0,0,51,0,0,0,120572.3,645.4,1.43436411,0.09706526,1203279886.07091,159518.642846727
21,94,Guainía,94886,Cacahual,233444.3,12.4,0,127.1,6,0,0,0,0,0,74,0,0,0,233583.8,0,2.34690956,0.18497843,2296218608.79614,261422.525805338
22,94,Guainía,94887,Pana Pana,1001906.3,3205.2,0.4,15382.6,18,2,1,0,0,0,99,0,2,0,1020494.1,0.4,7.12532214,0.8208568,10177802875.9825,792909.811624411
23,94,Guainía,94888,Morichal,841309.7,10293.9,0,3895.9,57,0,0,0,0,0,23,4,23,0,855499.6,0,5.6497022,0.69628918,8636414302.71166,628981.840731332
24,91,Amazonas,91001,Leticia,550818.2,30861.3,1401.1,35115.5,277,36,0,2,13,47,1490,0,12,3,616795,1401.1,3.69113144,0.49923257,6199380959.10218,411349.514478508
25,91,Amazonas,91263,El Encanto,1075851.9,3298.1,47.8,11814,42,1,0,0,0,0,182,0,0,0,1090964,47.8,7.92515364,0.90713758,11248242631.3207,882329.902549226
26,91,Amazonas,91405,La Chorrera,1192268,9908.9,2.6,70552.4,399,1,0,0,1,0,37,0,2,0,1272729.3,2.6,8.79105541,1.02207154,12669371691.6167,978481.837552753
27,91,Amazonas,91407,La Pedrera,1360737.7,14225,14.7,2195.1,11,2,0,0,0,0,320,1,1,0,1377157.8,14.7,7.37695253,1.11845947,13864810473.5909,821173.375175135
28,91,Amazonas,91430,La Victoria,142690.1,473.5,0,176.2,5,0,0,0,0,1,4,0,1,0,143339.8,0,2.46202851,0.12087265,1497915589.30345,273841.05823196
29,91,Amazonas,91460,Miriti - Paraná,1685892.5,415.3,2,302.2,4,0,1,0,0,0,152,0,2,0,1686609.9,2,6.19520865,1.37454632,17034777514.8601,689432.626663755
30,91,Amazonas,91530,Puerto Alegría,842532.4,6849.5,8.7,22.4,100,1,0,2,0,1,8,0,1,0,849404.4,8.7,4.68741986,0.70684428,8760070430.69058,521785.231999199
31,91,Amazonas,91536,Puerto Arica,1365282.7,12921.1,9.3,868,129,2,0,0,0,0,13,0,1,0,1379071.8,9.3,8.69987206,1.10872013,13747352494.1374,968399.6850312
32,91,Amazonas,91540,Puerto Nariño,140407.8,5581.4,5.3,4922.3,22,2,1,0,0,2,847,0,1,0,150911.5,5.3,1.89043642,0.126706,1573331998.08401,210619.328733704
33,91,Amazonas,91669,Puerto Santander,1446564.5,4195.9,0,23449.9,34,0,0,0,0,0,101,0,0,0,1474210.3,0,10.32943094,1.20911784,14986607042.3668,1149446.23548892
34,91,Amazonas,91798,Tarapacá,870917.2,48285.6,0.3,315.6,9,1,0,1,0,36,69,0,1,0,919518.3,0.3,5.06761676,0.72760936,9024384890.63832,564291.638301455
35,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88564,Providencia,762.3,1061.9,22.8,39,353,23,1,10,0,13,11,0,34,12,1863.3,22.8,0.29677004,0.00182172,23321848.8715617,32119.0602429326
36,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88001,San Andrés,601.5,446.7,92.8,78.2,227,31,2,13,5,0,9,1,23,5,1126.4,92.8,0.420747,0.00222343,28258324.2548236,42446.5015305037
37,86,Putumayo,86001,Mocoa,33130.1,91040,2705.3,607.8,3164,119,21,171,11,16,171,3,73,55,124777.9,2705.3,3.1311956,0.11057967,1353057345.21025,310126.691272731
38,86,Putumayo,86219,Colón,4024.3,3168,6.8,6.5,504,78,15,89,0,0,11,0,15,40,7198.7,6.8,0.4746391,0.00584655,92913644.3489744,60440.6666985012
39,86,Putumayo,86320,Orito,71889.1,84065.7,26808.1,640.4,1229,14,7,10,6,5,102,0,14,0,156595.2,26808.1,2.1208913,0.14905456,1870489230.53645,233796.717895064
40,86,Putumayo,86568,Puerto Asís,185320.4,89866,5319.6,2915.9,1397,92,8,18,10,15,683,5,150,0,278102.3,5319.6,3.66191225,0.22901318,2759264363.70154,412188.614557512
41,86,Putumayo,86569,Puerto Caicedo,24150.9,61645,1187.5,279.3,1268,49,21,0,0,4,123,0,16,92,86075.2,1187.5,1.59479038,0.06877949,739695849.557783,159586.448933445
42,86,Putumayo,86571,Puerto Guzmán,268893.6,60976.6,638.7,2186,127,8,1,0,0,0,497,0,4,0,332056.2,638.7,4.74725729,0.37107342,4622100550.61638,502295.584819278
43,86,Putumayo,86573,Leguízamo,1032672,49710.4,733.1,7342.5,581,16,2,7,2,30,718,102,3,0,1089725,733.1,7.60494502,0.88430728,10785270084.8442,828226.995450146
44,86,Putumayo,86749,Sibundoy,7498.8,1050.8,88.9,18,800,304,16,419,10,12,21,1,44,27,8567.5,88.9,0.5723493,0.00840563,111122899.572548,51867.6659884581
45,86,Putumayo,86755,San Francisco,14271.9,26240.5,209.9,132.7,1029,105,8,17,0,0,21,120,57,0,40645.1,209.9,1.42311394,0.04538705,600472942.9606,148546.866944349
46,86,Putumayo,86757,San Miguel,6039.9,25089.1,5814.8,98,1288,22,14,10,2,7,158,1,142,114,31227,5814.8,1.33985487,0.03133352,385571871.511321,144352.385245779
47,86,Putumayo,86760,Santiago,28508.6,3813.1,152.3,885.4,1097,139,3,196,48,1,80,0,169,58,33207.1,152.3,0.98268156,0.0280311,443038432.612008,137819.932304358
48,86,Putumayo,86865,Valle del Guamuez,18699.8,59017.4,1917.7,243.7,2701,84,22,119,1,17,54,1,31,112,77960.9,1917.7,1.72882309,0.06628938,996252894.927456,221461.186603434
49,86,Putumayo,86885,Villagarzón,52600.2,89188.3,757.8,545.1,1283,49,12,3,3,6,37,1,22,2,142333.6,757.8,2.03886507,0.11549222,1279931933.95267,205270.367773898
50,85,Casanare,85001,Yopal,32619.1,205494.1,6542.1,1299.1,2282,83,1,2,3,4,6,3,15,241,239412.2,6542.1,3.10727417,0.20253486,2520383007.91711,340391.364458202
51,85,Casanare,85010,Aguazul,23087.8,114546.9,6238.5,1372.1,1542,36,1,0,0,10,9,0,37,113,139006.8,6238.5,2.22818378,0.11773462,1464832917.11813,245726.615201956
52,85,Casanare,85015,Chameza,15826.9,12189.5,217.3,237.4,403,42,0,5,1,0,9,0,3,26,28253.9,217.3,1.06197939,0.0263693,328139657.846205,115563.757034032
53,85,Casanare,85125,Hato Corozal,114614.4,427933.7,964.7,3339.9,898,36,0,3,1,11,238,0,8,34,545888,964.7,7.52663357,0.45069702,5617008025.32588,833684.957060099
54,85,Casanare,85136,La Salina,6578.3,12668.3,7.1,160.3,468,6,0,0,0,0,15,4,25,10,19406.9,7.1,0.73990767,0.01593256,198583775.256203,79854.625393635
55,85,Casanare,85139,Maní,38647.3,308715,5383.7,18211.2,788,56,1,1,1,5,4,2,35,21,365573.5,5383.7,4.11885182,0.30568694,3800733507.33921,449142.968854007
56,85,Casanare,85162,Monterrey,27396.5,47343.3,1447.9,331,778,11,0,0,0,0,4,1,6,121,75070.7,1447.9,1.58153388,0.0634557,789153766.80771,171326.665787522
57,85,Casanare,85225,Nunchía,25921.9,87730.7,3683.5,351.3,1031,37,1,1,3,0,11,0,2,20,114003.9,3683.5,2.00800458,0.09273024,1154495885.88011,219583.43886262
58,85,Casanare,85230,Orocué,70406.9,331176,74513.2,3442.2,437,12,1,271,0,1,51,0,24,21,405025.2,74513.2,4.32860252,0.3858637,4799278709.75473,470101.631978221
59,85,Casanare,85250,Paz de Ariporo,193477.5,697623.2,270366.2,16392.2,1188,74,0,1,0,0,237,3,41,9,907493,270366.2,8.6370044,0.98538038,12273275818.8071,950366.99970727
60,85,Casanare,85263,Pore,9568.2,64742,425.9,186.3,860,19,0,0,0,0,2,0,0,27,74496.5,425.9,1.7559008,0.06369577,793193733.732292,191595.720539298
61,85,Casanare,85279,Recetor,10540.7,7194.9,311.2,425.5,250,26,0,0,0,0,12,0,3,43,18161.1,311.2,0.69308982,0.01479787,184146706.1585,75552.7519689519
62,85,Casanare,85300,Sabanalarga,12421.9,24297.3,240.8,2980.9,423,9,2,2,1,32,24,0,1,45,39700.1,240.8,1.11683001,0.03277536,407605324.296908,122489.325713436
63,85,Casanare,85315,Sácama,20185.7,6987.1,3115,156.5,179,19,1,0,1,0,35,0,0,9,27329.3,3115,1.0670718,0.02557455,318697489.503832,117509.792856489
64,85,Casanare,85325,San Luis de Palenque,28726.6,255114.4,12042.5,2088.8,1100,18,1,0,1,0,7,0,6,0,285929.8,12042.5,5.26110373,0.24342651,3029196105.3939,574532.296521982
65,85,Casanare,85400,Támara,37618.8,68666.6,1240.5,278.3,2585,68,1,2,0,1,68,25,27,63,106563.7,1240.5,1.63383242,0.08281335,1031637875.55315,179747.827981531
66,85,Casanare,85410,Tauramena,45816.5,193290.2,4524.1,1689.2,1315,53,6,0,0,2,15,0,4,112,240795.9,4524.1,4.23219119,0.19433144,2416312647.82527,463570.509560481
67,85,Casanare,85430,Trinidad,46316.3,189245.7,55149.6,706.1,1038,27,0,0,0,0,6,0,3,17,236268.1,55149.6,5.12826151,0.24138116,3004356781.62004,562319.182775486
68,85,Casanare,85440,Villanueva,14165.4,76813.6,976.9,1354,477,51,0,2,1,0,1,0,2,32,92333,976.9,2.01274576,0.0670855,833879682.917139,222932.476210371
69,81,Arauca,81001,Arauca,68620.8,496032,5622.4,5244.3,1222,45,1,3,2,4,9,0,20,28,569897.1,5622.4,4.61190931,0.47222996,5888371145.30124,513934.225361847
70,81,Arauca,81065,Arauquita,105489.8,171373.1,24162.5,3216.3,2896,93,5,8,2,5,89,1,27,36,280079.1,24162.5,3.25515654,0.25021248,3229850745.70656,350700.834336769
71,81,Arauca,81220,Cravo Norte,34174.7,473979.2,201.3,468.2,276,10,0,0,0,0,4,1,3,8,508622.1,201.3,3.94728507,0.42111507,5250580080.60839,439092.006380734
72,81,Arauca,81300,Fortul,46701,58552.3,772.1,3044,1303,19,0,1,0,88,17,0,2,39,108297.4,772.1,2.03688793,0.09633798,1125747923.89541,221977.833776123
73,81,Arauca,81591,Puerto Rondón,32787.7,190949.5,23.4,3522.6,317,15,0,13,1,0,4,0,3,17,227259.8,23.4,2.84774168,0.18415366,2296435463.49442,314145.474770114
74,81,Arauca,81736,Saravena,30769.3,48794.8,912.8,6121.3,1499,66,3,0,0,4,13,6,30,9,85685.4,912.8,1.45827922,0.07846486,942516904.303666,160308.1260585
75,81,Arauca,81794,Tame,249733,269093,594.1,15622.7,2182,73,13,3,0,0,42,1,48,2,534448.7,594.1,3.85377205,0.4388186,5470567863.88283,424170.297598492
76,76,Valle del Cauca,76001,Cali,19972.4,16118.2,5053.3,2346.6,2303,233,15,35,41,20,8,3,134,97,38437.3,5053.3,1.07754091,0.04499036,558511855.739663,118578.709243109
77,76,Valle del Cauca,76020,Alcalá,456.1,5116.9,497.4,227.5,543,86,7,0,0,0,1,0,5,35,5800.5,497.4,0.52069869,0.00509903,63394716.2848776,55581.1227750153
78,76,Valle del Cauca,76036,Andalucía,424.7,9326,800.2,59.3,553,92,5,2,0,4,6,6,36,23,9810,800.2,0.68685619,0.00892803,110930269.258505,74510.7777821479
79,76,Valle del Cauca,76041,Ansermanuevo,3074.3,25011.8,703.3,106.5,1231,94,4,0,2,0,1,0,9,53,28192.6,703.3,0.93467084,0.02473915,307637706.646949,103073.122549091
80,76,Valle del Cauca,76054,Argelia,1625,6875.5,479.4,26.2,632,90,20,0,0,1,2,0,10,20,8526.7,479.4,0.46262206,0.0073148,90945617.3261546,49872.1739280487
81,76,Valle del Cauca,76100,Bolívar,47442.1,29756,1838.1,362.4,1761,218,21,6,1,14,87,1,33,133,77560.5,1838.1,1.49424952,0.05926645,736556683.018789,162913.513763278
82,76,Valle del Cauca,76109,Buenaventura,443053.4,178278.8,1668.2,21631.7,5190,156,54,24,12,17,4719,4,181,6,642963.9,1668.2,6.02855946,0.55416588,6880867704.64511,668569.201029242
83,76,Valle del Cauca,76111,Guadalajara de Buga,18128.3,45380.9,10560.8,418.9,948,134,7,2,1,83,2,0,39,58,63928.1,10560.8,2.08866924,0.06784373,842644359.368397,225834.097189645
84,76,Valle del Cauca,76113,Bugalagrande,2690.2,38522.2,311.2,209.9,1027,57,18,12,11,5,18,4,23,36,41422.4,311.2,1.06481676,0.03223634,400546993.850719,115044.271007174
85,76,Valle del Cauca,76122,Caicedonia,5231.7,10759.8,248.1,140.3,189,34,2,0,0,0,1,1,3,0,16131.8,248.1,0.64576288,0.01360961,169136218.774052,71146.2418863128
86,76,Valle del Cauca,76126,Calima,28207.8,34027.7,1054.3,324.9,424,82,10,2,0,2,3,2,30,22,62560.4,1054.3,1.47435405,0.06900653,857171228.618765,163264.929615297
87,76,Valle del Cauca,76130,Candelaria,377.2,26913.6,1114.2,252.5,1505,191,12,5,17,2,2,1,75,36,27543.3,1114.2,0.82976033,0.02304514,286072942.883945,90233.6483326775
88,76,Valle del Cauca,76147,Cartago,586.6,21785.8,925.1,101.1,415,46,0,0,1,9,7,0,17,32,22473.5,925.1,0.89429185,0.01986294,246960022.150385,99204.0291400294
89,76,Valle del Cauca,76233,Dagua,59359,21398.7,8761.6,375.5,2565,302,15,22,39,22,98,1,94,37,81133.2,8761.6,1.61142819,0.06972345,865760990.59396,178688.529001844
90,76,Valle del Cauca,76243,El Águila,9034.6,10604.2,463.5,42,1116,44,6,2,0,0,4,0,28,25,19680.7,463.5,0.73216767,0.01415026,176008134.218069,76774.655465171
91,76,Valle del Cauca,76246,El Cairo,6106.2,13164.8,2865.2,49.7,581,110,16,4,1,5,7,20,89,78,19320.6,2865.2,0.61806682,0.01685656,209617950.272947,67293.0528198276
92,76,Valle del Cauca,76248,El Cerrito,5817.4,39632.2,2961.3,542.6,888,160,15,3,4,5,6,1,39,8,45992.2,2961.3,1.532043,0.03592629,446117011.708995,166194.932508488
93,76,Valle del Cauca,76250,El Dovio,17535.9,6950.1,131.5,65,728,104,34,35,7,2,1,0,35,123,24550.9,131.5,0.93170211,0.01675643,208311379.081042,100476.524911985
94,76,Valle del Cauca,76275,Florida,16027.6,21152.3,1496.3,343.8,1756,132,10,94,13,16,41,2,39,51,37523.7,1496.3,1.09486852,0.03347867,415570454.767603,117189.541306087
95,76,Valle del Cauca,76306,Ginebra,2842.9,23194.4,676.2,305.4,1233,160,10,1,2,4,19,1,79,113,26342.7,676.2,0.75632877,0.02193135,272349385.224767,82903.812133514
96,76,Valle del Cauca,76318,Guacarí,569.1,14178.6,1112.7,173.3,696,100,7,4,0,2,11,3,36,45,14921,1112.7,0.74962729,0.01321865,164162354.484496,81113.9513603193
97,76,Valle del Cauca,76364,Jamundí,16401.8,32047.2,12074,363.6,3442,368,25,16,12,15,63,2,119,24,48812.6,12074,1.48615321,0.04548948,564574663.135329,162937.711159228
98,76,Valle del Cauca,76377,La Cumbre,2990.6,17852.2,541.4,547.8,2155,195,9,3,16,13,13,1,33,116,21390.6,541.4,0.7846552,0.01808623,224584662.705213,85842.0247962791
99,76,Valle del Cauca,76400,La Unión,2377.5,7944.3,840.9,167.6,1002,226,30,5,8,1,5,2,29,93,10489.4,840.9,0.54882076,0.00949813,118068391.310809,58586.6183199742
100,76,Valle del Cauca,76403,La Victoria,2966.9,21764.1,236.8,212.7,361,100,6,0,1,1,0,1,3,57,24943.7,236.8,0.9450421,0.02106956,261906724.385379,102202.401959194
101,76,Valle del Cauca,76497,Obando,460.3,21532.6,274,308.7,639,85,4,0,1,0,5,2,40,81,22301.6,274,0.71413877,0.01849688,229966635.817191,78753.1638625655
102,76,Valle del Cauca,76520,Palmira,21414.4,71039.1,5398.2,1162.8,1580,258,16,0,3,7,7,8,78,46,93616.4,5398.2,2.00765267,0.08198606,1017930945.79557,219104.852051595
103,76,Valle del Cauca,76563,Pradera,9231.3,25536.8,462.8,428.9,1108,177,12,12,2,2,10,49,79,45,35197,462.8,0.94603345,0.02884158,358038775.510134,103786.663805938
104,76,Valle del Cauca,76606,Restrepo,4053.8,15001.4,694.8,384.3,655,100,12,0,2,1,28,5,75,95,19439.4,694.8,0.71907689,0.01628579,202237096.469834,78610.1879830089
105,76,Valle del Cauca,76616,Riofrío,10041.4,18985.5,1409.5,158.6,1239,109,4,5,1,5,6,2,51,102,29185.5,1409.5,1.01986009,0.02273274,282426331.947175,111582.206012018
106,76,Valle del Cauca,76622,Roldanillo,1024,16357.3,3253.3,102.9,1128,260,25,12,0,12,4,0,33,119,17484.1,3253.3,0.86817844,0.01857098,230824135.498626,93815.1008058195
107,76,Valle del Cauca,76670,San Pedro,1460.2,15150.5,2814.4,99.5,530,78,27,18,3,2,47,4,27,29,16710.2,2814.4,0.77781563,0.01674404,207999316.508048,83612.9760291652
108,76,Valle del Cauca,76736,Sevilla,10881.4,39819.4,2959.2,230.1,1755,177,12,60,2,5,18,5,58,72,50931,2959.2,1.8308405,0.04395622,546168345.438101,199036.781890124
109,76,Valle del Cauca,76823,Toro,1506.3,16158.6,153.6,51.2,755,130,10,12,0,3,8,0,7,42,17716.1,153.6,0.67305526,0.01412114,175567904.503958,73704.0341864915
110,76,Valle del Cauca,76828,Trujillo,5987.7,20729.8,509.2,58.5,1210,131,7,16,6,3,5,1,35,82,26776,509.2,0.95833621,0.02739073,340357777.162435,104444.960589277
111,,,,,,,,,,,,,,,,,,,,,,,904041287.62117,212329.68400556
112,76,Valle del Cauca,76845,Ulloa,386.3,3754.1,32.3,57.6,513,51,5,0,0,6,1,0,10,52,4198,32.3,0.52777549,0.00345937,43009197.6570463,57278.7121375114
113,76,Valle del Cauca,76863,Versalles,5029.8,13210.1,768.2,72.6,575,107,17,20,10,3,10,1,25,70,18312.5,768.2,1.00088279,0.01722736,214171252.418737,108034.006667836
114,76,Valle del Cauca,76869,Vijes,2049.4,7800.5,885.3,303.3,465,113,9,41,6,3,3,1,3,37,10153.2,885.3,0.60618285,0.00916688,113848885.346833,65239.6058226467
115,76,Valle del Cauca,76890,Yotoco,6505.1,23292.1,1397.1,1076.7,689,91,2,7,5,0,5,0,33,57,30873.9,1397.1,1.37187432,0.02637923,327646997.709409,151826.755446521
116,76,Valle del Cauca,76892,Yumbo,2047.7,12176.9,5122.7,539.6,1002,113,6,1,3,5,4,2,14,15,14764.2,5122.7,0.75630523,0.01880084,233438471.596865,83513.6230824939
117,76,Valle del Cauca,76895,Zarzal,1114.8,30475.1,263.3,162.1,514,61,1,3,2,0,0,0,3,8,31752.1,263.3,1.32321967,0.02970213,369133729.243052,142653.911722676
118,73,Tolima,73001,Ibagué,37278.4,73402,12404.5,12114.6,6101,783,102,31,8,9,50,12,105,137,122795,12404.5,2.53796767,0.11215712,1394042474.04238,279173.138394233
119,73,Tolima,73024,Alpujarra,6938.4,38400.9,558.4,4777.4,1287,104,7,4,0,0,60,6,223,136,50116.7,558.4,1.0332023,0.0407721,506131580.61563,114476.102386557
120,73,Tolima,73026,Alvarado,3092.6,27203.9,2880.4,1009.3,669,83,7,0,1,0,5,1,4,63,31305.7,2880.4,1.0296523,0.02793482,347263494.767403,113335.764018655
121,73,Tolima,73030,Ambalema,1997.3,19320.4,952.1,568.6,107,58,1,0,0,0,0,1,3,10,21886.3,952.1,0.96497268,0.01939287,241157637.912034,106598.392555001
122,73,Tolima,73043,Anzoátegui,12908.3,32314.7,166.6,1644.1,735,73,10,7,4,1,4,1,21,33,46867.1,166.6,1.3178206,0.03880151,482419788.230005,144364.481368215
123,73,Tolima,73055,Armero,5066.8,36946.7,968.5,472.3,729,71,2,2,5,6,4,0,9,34,42485.7,968.5,1.34030719,0.03553023,441971560.927512,148187.932338565
124,73,Tolima,73067,Ataco,14603.7,77849.1,1012.4,6515.2,5865,376,24,52,9,15,37,5,84,176,98968,1012.4,2.39960892,0.08341473,1035522799.22546,262634.805466096
125,73,Tolima,73124,Cajamarca,22005.5,22501.8,2041.1,4552.5,1354,279,46,6,70,10,47,10,38,121,49059.8,2041.1,1.0581893,0.04220742,524578665.573881,116632.302995181
126,73,Tolima,73148,Carmen de Apicalá,4340.8,9251.5,591.8,4189.4,695,60,7,1,0,2,1,0,37,24,17781.8,591.8,0.73286298,0.01563184,194210607.166222,80896.9985353271
127,73,Tolima,73152,Casabianca,5071.7,11475.7,1030.7,142,1165,33,4,7,6,1,18,0,35,74,16689.3,1030.7,1.08840425,0.01449881,180355996.908431,119281.318040967
128,73,Tolima,73168,Chaparral,84005.2,116220.5,5075.8,3747,7612,401,73,14,11,28,17,5,133,124,203972.7,5075.8,2.56833107,0.17119823,2126035939.30729,282065.250838837
129,73,Tolima,73200,Coello,10415.6,18622.8,1375.2,2722.1,971,100,15,3,0,3,55,5,14,27,31760.5,1375.2,1.23477736,0.02792552,347068686.789922,136499.283300766
130,73,Tolima,73217,Coyaima,17920.8,44130.3,2865.9,1322.9,4840,813,23,5,2,1,123,9,66,218,63374,2865.9,1.4417805,0.0544354,676014339.878947,159599.838058847
131,73,Tolima,73226,Cunday,6434.2,39636.4,1878,2970.6,2004,159,7,4,4,4,11,1,59,32,49041.2,1878,3.22311817,0.11371309,508539089.513633,137574.171183942
132,73,Tolima,73236,Dolores,8650.7,53045.1,592.3,3867.9,1268,119,3,0,2,6,20,3,47,144,65563.8,592.3,1.85907097,0.05341064,663175345.091982,204583.355551636
133,73,Tolima,73268,Espinal,650.6,23053.8,520.4,653,1902,839,100,7,0,13,67,6,45,211,24357.4,520.4,0.78914362,0.01761898,218930847.468494,86678.4384120249
134,73,Tolima,73270,Falan,723,15405.7,1943.3,214.8,993,61,2,4,4,10,26,1,41,70,16343.5,1943.3,0.83736287,0.01477797,183850859.745877,92399.7494429299
135,73,Tolima,73275,Flandes,304.9,7968.2,305.6,364.4,671,97,6,0,0,0,1,3,6,9,8637.6,305.6,0.52587338,0.00788912,98030599.1890223,57897.5768735216
136,73,Tolima,73283,Fresno,944,19499.6,1234.2,159.6,1515,42,7,2,3,7,11,0,30,32,20603.2,1234.2,0.7632311,0.01758728,218830637.908448,84079.4590721925
137,73,Tolima,73319,Guamo,5533.9,41613.3,2482.6,2799.8,5314,1220,165,62,40,12,40,8,18,148,49947,2482.6,1.13490729,0.04112191,510875473.583494,125358.455698918
138,73,Tolima,73347,Herveo,9576.8,19779.4,2358.1,489.5,359,10,2,6,8,7,2,2,10,48,29845.7,2358.1,1.00520157,0.02663489,331358821.935751,109472.392294672
139,73,Tolima,73349,Honda,7643.6,16921.9,3571.7,1250.5,89,10,0,1,0,1,0,0,2,0,25816,3571.7,1.03607036,0.02514395,312878333.789428,114789.251957458
140,73,Tolima,73352,Icononzo,2535.9,14304.7,3631.7,999.1,1906,330,28,158,7,14,61,15,341,58,17839.7,3631.7,0.80088284,0.0175584,218154682.225773,88247.1501320151
141,73,Tolima,73408,Lérida,900.6,21527.4,2931.2,356.4,115,29,0,0,0,1,0,0,3,7,22784.4,2931.2,0.96084756,0.02243963,279084732.612831,105772.473991895
142,73,Tolima,73411,Líbano,2284.7,24548.3,2213.6,150.8,2488,176,12,34,25,24,16,1,43,72,26983.8,2213.6,0.92159115,0.02291337,284971135.268323,100373.336266051
143,73,Tolima,73443,Mariquita,2461.8,22424.1,3786.2,196.1,1403,54,6,5,3,17,13,0,48,61,25082,3786.2,0.81236412,0.02377592,295866721.800527,89470.3390236869
144,73,Tolima,73449,Melgar,3506,11806.6,1147,2874.2,1560,179,7,56,8,26,12,3,59,73,18186.9,1147,0.92653852,0.01662349,206545513.317751,102351.377128855
145,73,Tolima,73461,Murillo,13283.2,22757.8,2326.9,3362.4,153,124,25,27,2,0,1,0,5,39,39403.3,2326.9,0.99741587,0.03451018,429157934.955553,109529.997749132
146,73,Tolima,73483,Natagaima,32365.7,42848.3,2254.6,7332.5,1535,162,10,9,0,22,148,168,78,74,82546.5,2254.6,1.66180898,0.06991302,868033937.919597,183495.42619783
147,73,Tolima,73504,Ortega,18705.2,66136.3,3702.8,4575.7,4519,322,7,20,1,23,96,16,377,106,89417.1,3702.8,1.48376491,0.07634821,948374380.809491,164262.573717103
